Sample_ID,Timestamp,Location_ID,Water_Temp_C,pH_Level,Turbidity_NTU,Dissolved_Oxygen_mgL,Microplastic_Count_per_m3,Dominant_Polymer,Dominant_Morphology,Average_Particle_Size_mm,Risk_Level
SMP-2026-0464,19-03-2026 04:00,LOC-108,21.6,7.47,29.06,7.06,646,PVC,Fragment,0.83,High
SMP-2026-0465,19-03-2026 08:00,LOC-110,21.3,7.47,25.89,6.82,175,PA,Foam,3.5,Medium
SMP-2026-0466,19-03-2026 12:00,LOC-110,18.2,7.49,25.78,8.6,399,PE,Fiber,1.76,High
SMP-2026-0467,19-03-2026 16:00,LOC-110,16.6,6.81,30,9.81,494,PE,Fiber,2.71,High
SMP-2026-0468,19-03-2026 20:00,LOC-102,9.1,7.5,24.9,11.55,226,PET,Fiber,0.06,Medium
SMP-2026-0469,20-03-2026 00:00,LOC-103,8.4,7.18,39.63,11.43,478,PS,Fragment,3.12,High
SMP-2026-0470,20-03-2026 04:00,LOC-109,15.2,7.92,30.56,9.42,443,PP,Fragment,0.98,High
SMP-2026-0471,20-03-2026 08:00,LOC-107,14.7,7.47,24.84,8.07,561,PE,Film,2.35,High
SMP-2026-0472,20-03-2026 12:00,LOC-104,15.8,7.82,37.42,9.05,902,PVC,Fiber,2.83,Critical
SMP-2026-0473,20-03-2026 16:00,LOC-110,10.8,7.25,27.47,10.05,505,PET,Foam,0.62,High
SMP-2026-0474,20-03-2026 20:00,LOC-105,22.8,7.27,13.46,7.23,196,PP,Foam,1.58,Medium
SMP-2026-0475,21-03-2026 00:00,LOC-102,25.1,8.15,9.72,6.34,116,PET,Fiber,1.75,Medium
SMP-2026-0476,21-03-2026 04:00,LOC-108,26.8,7.62,7.28,5.53,189,PP,Fiber,1.13,Medium
SMP-2026-0477,21-03-2026 08:00,LOC-104,17.8,7.04,40.53,8.72,1015,PP,Fiber,1.71,Critical
SMP-2026-0478,21-03-2026 12:00,LOC-109,22,7.85,32.1,7.45,779,PA,Fragment,1.15,Critical
SMP-2026-0479,21-03-2026 16:00,LOC-105,25.1,7.13,42.21,7.23,894,PE,Fragment,1.29,Critical
SMP-2026-0480,21-03-2026 20:00,LOC-109,16.4,7.51,27.35,9.42,330,PET,Fragment,2.36,Medium
SMP-2026-0481,22-03-2026 00:00,LOC-104,14.2,8.32,21.57,9.85,479,PET,Microbead,2.23,High
SMP-2026-0482,22-03-2026 04:00,LOC-110,26.7,6.68,3.16,5.52,69,PA,Foam,0.85,Low
SMP-2026-0483,22-03-2026 08:00,LOC-105,18.3,7.31,30.39,7.97,375,PVC,Foam,3.15,High
SMP-2026-0484,22-03-2026 12:00,LOC-109,17.9,7.6,26.41,8.93,546,PVC,Film,3.03,High
SMP-2026-0485,22-03-2026 16:00,LOC-108,11.6,7.78,44.56,10.42,316,PE,Fragment,1.81,Medium
SMP-2026-0486,22-03-2026 20:00,LOC-103,10.2,6.78,11.14,11.06,81,PE,Microbead,1.54,Low
SMP-2026-0487,23-03-2026 00:00,LOC-101,24.8,6.63,24.12,7.05,357,PS,Microbead,1.35,High
SMP-2026-0488,23-03-2026 04:00,LOC-103,20.3,7.95,29.47,7.15,428,PA,Foam,2.49,High
SMP-2026-0489,23-03-2026 08:00,LOC-104,14.5,7.04,29.18,10.35,678,PVC,Fragment,2.37,High
SMP-2026-0490,23-03-2026 12:00,LOC-102,11.8,7.02,25.48,10.94,208,PP,Film,0.73,Medium
SMP-2026-0491,23-03-2026 16:00,LOC-101,19.1,8.18,35.07,7.24,280,PET,Fragment,2.37,Medium
SMP-2026-0492,23-03-2026 20:00,LOC-107,19.7,7.43,9.62,9.27,99,PE,Fiber,0.92,Low
SMP-2026-0493,24-03-2026 00:00,LOC-108,12.1,7.44,32.79,10.53,202,PET,Fragment,0.11,Medium
SMP-2026-0494,24-03-2026 04:00,LOC-107,25,7.31,28.08,6.26,200,PET,Fiber,2.46,Medium
SMP-2026-0495,24-03-2026 08:00,LOC-105,9.7,6.79,40.38,11.35,755,PS,Fiber,2.27,Critical
SMP-2026-0496,24-03-2026 12:00,LOC-101,15.1,7.74,38.2,8.98,549,PVC,Film,1.47,High
SMP-2026-0497,24-03-2026 16:00,LOC-107,21.6,7.6,14.52,7.79,312,PE,Foam,1.86,Medium
SMP-2026-0498,24-03-2026 20:00,LOC-107,13.5,7.48,12.79,9.55,341,PET,Fragment,3.32,Medium
SMP-2026-0499,25-03-2026 00:00,LOC-109,24.6,7.34,44.18,7.63,826,PE,Fiber,2.1,Critical
SMP-2026-0500,25-03-2026 04:00,LOC-103,22.8,7.25,23.96,7.19,169,PP,Fragment,2.32,Medium
SMP-2026-0501,25-03-2026 08:00,LOC-109,23.8,7.86,40.84,7.18,318,PS,Foam,0.27,Medium
SMP-2026-0502,25-03-2026 12:00,LOC-101,10.4,7.33,7.79,10.49,202,PP,Foam,0.62,Medium
SMP-2026-0503,25-03-2026 16:00,LOC-101,10.8,7.37,29.11,11.17,473,PE,Microbead,1.09,High
SMP-2026-0504,25-03-2026 20:00,LOC-104,13.7,7.66,36.54,9.88,807,PE,Foam,1.91,Critical
SMP-2026-0505,26-03-2026 00:00,LOC-109,18.4,7.5,42.66,7.77,967,PVC,Film,2.73,Critical
SMP-2026-0506,26-03-2026 04:00,LOC-106,23,8.22,15.51,6.98,388,PET,Fiber,1.16,High
SMP-2026-0507,26-03-2026 08:00,LOC-103,24.7,6.52,32.76,7.56,810,PET,Microbead,1.28,Critical
SMP-2026-0508,26-03-2026 12:00,LOC-101,22.1,7.55,24.48,7.8,413,PP,Film,0.93,High
SMP-2026-0509,26-03-2026 16:00,LOC-104,26.6,7.05,3.2,5.83,60,PS,Fragment,0.93,Low
SMP-2026-0510,26-03-2026 20:00,LOC-109,22.8,6.93,31.2,6.23,780,PA,Fiber,3.32,Critical
SMP-2026-0511,27-03-2026 00:00,LOC-103,14.1,7.17,31.21,9.35,516,PET,Foam,2.24,High
SMP-2026-0512,27-03-2026 04:00,LOC-109,13.3,7.43,41.91,9.31,276,PVC,Fiber,0.59,Medium
SMP-2026-0513,27-03-2026 08:00,LOC-107,21.9,7.45,22.63,6.51,430,PP,Fragment,2.54,High
SMP-2026-0514,27-03-2026 12:00,LOC-104,11.9,6.64,10.75,10.82,199,PP,Microbead,2.54,Medium
SMP-2026-0515,27-03-2026 16:00,LOC-103,9.9,7.13,2.48,11.06,82,PA,Microbead,2.35,Low
SMP-2026-0516,27-03-2026 20:00,LOC-110,18.6,7.54,19,9.32,367,PVC,Microbead,0.51,High
SMP-2026-0517,28-03-2026 00:00,LOC-105,24.4,6.96,13.94,6.18,182,PS,Foam,1.46,Medium
SMP-2026-0518,28-03-2026 04:00,LOC-105,10,6.84,34.37,11,851,PVC,Film,0.42,Critical
SMP-2026-0519,28-03-2026 08:00,LOC-103,23.8,6.27,16.26,6.16,370,PS,Film,2.87,High
SMP-2026-0520,28-03-2026 12:00,LOC-109,24.2,7.07,42.73,6.44,771,PVC,Fiber,2.31,Critical
SMP-2026-0521,28-03-2026 16:00,LOC-104,17.6,6.83,43.32,8.61,487,PVC,Foam,1.8,High
SMP-2026-0522,28-03-2026 20:00,LOC-105,9.1,6.91,28.13,11.08,375,PE,Microbead,1.23,High
SMP-2026-0523,29-03-2026 00:00,LOC-104,11.5,7.26,41.83,10.58,791,PP,Microbead,0.69,Critical
SMP-2026-0524,29-03-2026 04:00,LOC-105,22.1,7.1,34.36,7.86,243,PVC,Fragment,0.42,Medium
SMP-2026-0525,29-03-2026 08:00,LOC-107,22.2,6.82,24.84,7.77,268,PA,Fragment,3.39,Medium
SMP-2026-0526,29-03-2026 12:00,LOC-109,26,6.34,8.52,5.82,183,PVC,Microbead,0.74,Medium
SMP-2026-0527,29-03-2026 16:00,LOC-107,19.7,7.55,20.91,8.07,328,PET,Microbead,0.26,Medium
SMP-2026-0528,29-03-2026 20:00,LOC-105,10.5,7.78,25.46,11.25,348,PP,Foam,3.37,Medium
SMP-2026-0529,30-03-2026 00:00,LOC-110,10.4,7.2,38.95,11.4,336,PET,Film,1.94,Medium
SMP-2026-0530,30-03-2026 04:00,LOC-110,22.4,7.27,21.92,6.95,319,PP,Fragment,2.8,Medium
SMP-2026-0531,30-03-2026 08:00,LOC-107,11.7,7.4,40.45,10.84,850,PET,Film,0.2,Critical
SMP-2026-0532,30-03-2026 12:00,LOC-110,14.6,8.19,30.51,9.79,338,PVC,Foam,2.01,Medium
SMP-2026-0533,30-03-2026 16:00,LOC-105,17.7,6.62,6.6,8.16,63,PVC,Microbead,1.42,Low
SMP-2026-0534,30-03-2026 20:00,LOC-103,8.5,7.19,44.78,11.85,844,PE,Film,2.71,Critical
SMP-2026-0535,31-03-2026 00:00,LOC-107,13,6.54,23.96,10.18,601,PA,Microbead,0.18,High
SMP-2026-0536,31-03-2026 04:00,LOC-102,16.2,7.58,17.94,8.27,326,PET,Microbead,1.44,Medium
SMP-2026-0537,31-03-2026 08:00,LOC-109,13.6,7.33,29.83,9.77,245,PS,Fiber,2.81,Medium
SMP-2026-0538,31-03-2026 12:00,LOC-110,10.7,7.5,5.35,10.81,83,PE,Film,1.85,Low
SMP-2026-0539,31-03-2026 16:00,LOC-110,22.6,7.48,28.83,6.92,666,PET,Film,1.95,High
SMP-2026-0540,31-03-2026 20:00,LOC-101,24.3,7.9,22.67,7.32,241,PET,Microbead,0.39,Medium
SMP-2026-0541,01-04-2026 00:00,LOC-106,13.1,7.67,18.6,10.7,336,PE,Foam,0.51,Medium
SMP-2026-0542,01-04-2026 04:00,LOC-107,23.5,7.82,42.91,6.76,581,PVC,Fiber,2.39,High
SMP-2026-0543,01-04-2026 08:00,LOC-108,15.7,6.87,23.75,9.04,246,PET,Microbead,2.38,Medium
SMP-2026-0544,01-04-2026 12:00,LOC-110,18.1,8,10.25,8.5,234,PVC,Fragment,3.43,Medium
SMP-2026-0545,01-04-2026 16:00,LOC-109,25.1,7.04,20.92,6.37,432,PE,Fragment,2.51,High
SMP-2026-0546,01-04-2026 20:00,LOC-102,23,7.07,41.41,6.8,773,PVC,Fiber,1.75,Critical
SMP-2026-0547,02-04-2026 00:00,LOC-110,24.1,7.54,8.34,4.92,98,PP,Foam,3.01,Low
SMP-2026-0548,02-04-2026 04:00,LOC-102,10.7,7.55,10.02,11.67,92,PS,Microbead,0.41,Low
SMP-2026-0549,02-04-2026 08:00,LOC-105,9.4,6.86,1.08,11.18,39,PET,Film,1.6,Low
SMP-2026-0550,02-04-2026 12:00,LOC-105,25.9,7.31,1.13,6.14,47,PA,Fiber,1.04,Low
SMP-2026-0551,02-04-2026 16:00,LOC-106,15.8,8.14,37.41,9.42,338,PS,Foam,0.41,Medium
SMP-2026-0552,02-04-2026 20:00,LOC-103,13.8,6.67,33.08,9.82,218,PVC,Film,2.68,Medium
SMP-2026-0553,03-04-2026 00:00,LOC-108,22.5,8.14,16.3,7.03,130,PET,Fragment,1.81,Medium
SMP-2026-0554,03-04-2026 04:00,LOC-101,24.7,7.28,31.57,6.09,810,PVC,Fragment,1.97,Critical
SMP-2026-0555,03-04-2026 08:00,LOC-106,25.2,6.23,18.09,5.52,395,PP,Film,1.47,High
SMP-2026-0556,03-04-2026 12:00,LOC-104,14.3,6.72,42.9,9.03,1026,PE,Fiber,1.64,Critical
SMP-2026-0557,03-04-2026 16:00,LOC-101,25,6.92,43.53,5.94,412,PET,Fragment,0.45,High
SMP-2026-0558,03-04-2026 20:00,LOC-107,8.8,7.09,17.98,11.69,450,PP,Microbead,2.37,High
SMP-2026-0559,04-04-2026 00:00,LOC-109,9,7.35,38.51,11.66,321,PP,Film,1.54,Medium
SMP-2026-0560,04-04-2026 04:00,LOC-104,20.5,6.05,34.9,7.41,550,PET,Film,2.87,High
SMP-2026-0561,04-04-2026 08:00,LOC-104,9.3,7.49,14.29,9.88,324,PVC,Fragment,0.73,Medium
SMP-2026-0562,04-04-2026 12:00,LOC-106,14.5,6.87,10.83,9.65,158,PA,Fiber,0.76,Medium
SMP-2026-0563,04-04-2026 16:00,LOC-103,21.5,8.1,20.89,7.34,298,PP,Microbead,2.28,Medium
SMP-2026-0564,04-04-2026 20:00,LOC-106,14.7,7.26,35.27,9.37,291,PS,Fiber,2.97,Medium
SMP-2026-0565,05-04-2026 00:00,LOC-107,11.6,7.87,43.23,11,344,PP,Foam,1.68,Medium
SMP-2026-0566,05-04-2026 04:00,LOC-110,13.6,7.96,34.48,9.99,617,PA,Foam,2.56,High
SMP-2026-0567,05-04-2026 08:00,LOC-110,17.2,7.94,38.56,8.35,730,PVC,Fragment,3.5,Critical
SMP-2026-0568,05-04-2026 12:00,LOC-103,17.5,7.12,27.34,8.15,584,PVC,Fragment,3.47,High
SMP-2026-0569,05-04-2026 16:00,LOC-107,23.7,7.11,37.68,6.76,626,PS,Fragment,2.62,High
SMP-2026-0570,05-04-2026 20:00,LOC-103,23,7.29,35.41,6.65,659,PP,Foam,2.6,High
SMP-2026-0571,06-04-2026 00:00,LOC-102,17.1,7.72,17.28,8.83,111,PVC,Fiber,0.9,Medium
SMP-2026-0572,06-04-2026 04:00,LOC-110,24.9,7.14,25.06,7.04,226,PA,Fiber,2.93,Medium
SMP-2026-0573,06-04-2026 08:00,LOC-104,10.3,7.34,36.31,10.22,911,PET,Fragment,1.45,Critical
SMP-2026-0574,06-04-2026 12:00,LOC-108,13.1,7.54,2.55,10.11,41,PE,Microbead,3.37,Low
SMP-2026-0575,06-04-2026 16:00,LOC-109,24.6,6.95,36.46,7.08,692,PE,Fiber,0.33,High
SMP-2026-0576,06-04-2026 20:00,LOC-107,15.6,6.92,8.42,9.28,90,PE,Foam,1.55,Low
SMP-2026-0577,07-04-2026 00:00,LOC-101,27.6,7.32,23.4,6.08,471,PP,Film,1.97,High
SMP-2026-0578,07-04-2026 04:00,LOC-103,17.3,7.39,36.47,8.67,722,PS,Film,1.45,Critical
SMP-2026-0579,07-04-2026 08:00,LOC-109,23.8,7.62,11.8,6.95,128,PVC,Film,0.78,Medium
SMP-2026-0580,07-04-2026 12:00,LOC-101,16,7.74,11.44,9.42,138,PET,Microbead,2.1,Medium
SMP-2026-0581,07-04-2026 16:00,LOC-109,16.5,6.85,18.42,8.76,350,PA,Fragment,2.66,High
SMP-2026-0582,07-04-2026 20:00,LOC-108,15.7,6.99,40.31,10.29,541,PET,Foam,2.27,High
SMP-2026-0583,08-04-2026 00:00,LOC-101,22.4,6.91,0.52,7.57,21,PA,Microbead,0.86,Low
SMP-2026-0584,08-04-2026 04:00,LOC-106,19,8.11,40.61,8.95,821,PP,Foam,2.57,Critical
SMP-2026-0585,08-04-2026 08:00,LOC-105,26.9,7.34,7.34,6.47,75,PE,Foam,0.94,Low
SMP-2026-0586,08-04-2026 12:00,LOC-106,13,7.41,44.56,10.26,1004,PP,Fragment,0.65,Critical
SMP-2026-0587,08-04-2026 16:00,LOC-110,10,7.43,42.99,11.69,672,PS,Film,2.43,High
SMP-2026-0588,08-04-2026 20:00,LOC-105,15.9,7.04,22.51,9.32,184,PS,Fragment,2.96,Medium
SMP-2026-0589,09-04-2026 00:00,LOC-106,20.3,8.18,23.32,7.55,471,PA,Microbead,1.71,High
SMP-2026-0590,09-04-2026 04:00,LOC-105,25.2,7.61,21.93,6.45,353,PVC,Microbead,1.88,High
SMP-2026-0591,09-04-2026 08:00,LOC-105,14.9,7.42,28.78,9.03,339,PVC,Microbead,1.09,Medium
SMP-2026-0592,09-04-2026 12:00,LOC-104,21.1,6.85,4.54,6.62,88,PA,Fragment,1.76,Low
SMP-2026-0593,09-04-2026 16:00,LOC-103,15,6.82,1.95,9.07,43,PS,Foam,0.51,Low
SMP-2026-0594,09-04-2026 20:00,LOC-103,20.3,7.25,3.07,7.95,50,PS,Foam,3.35,Low
SMP-2026-0595,10-04-2026 00:00,LOC-104,25.7,7.05,20.27,6.82,187,PS,Fiber,2.81,Medium
SMP-2026-0596,10-04-2026 04:00,LOC-109,12.6,6.87,12.76,9.79,175,PP,Microbead,2.35,Medium
SMP-2026-0597,10-04-2026 08:00,LOC-102,16.1,7.21,28.18,9.68,304,PS,Foam,1.91,Medium
SMP-2026-0598,10-04-2026 12:00,LOC-109,27.9,7.29,44.66,5.02,854,PET,Fiber,2.78,Critical
SMP-2026-0599,10-04-2026 16:00,LOC-101,25.4,7.47,17.69,5.92,347,PE,Foam,1.76,Medium
SMP-2026-0600,10-04-2026 20:00,LOC-101,19.3,7.15,26.04,8.93,402,PS,Microbead,1.08,High
SMP-2026-0601,11-04-2026 00:00,LOC-105,18.3,6.9,18.99,8.53,415,PA,Film,0.6,High
SMP-2026-0602,11-04-2026 04:00,LOC-106,13.7,6.91,38.2,9.8,860,PE,Microbead,2.28,Critical
SMP-2026-0603,11-04-2026 08:00,LOC-106,18.3,8.01,40.65,8.63,692,PP,Fragment,3.26,High
SMP-2026-0604,11-04-2026 12:00,LOC-103,25,6.77,39.54,5.9,710,PA,Foam,0.58,Critical
SMP-2026-0605,11-04-2026 16:00,LOC-107,21.7,7.58,43.86,7.32,494,PE,Foam,0.67,High
SMP-2026-0606,11-04-2026 20:00,LOC-109,13.8,7.66,1.72,9.86,59,PA,Fragment,1.55,Low
SMP-2026-0607,12-04-2026 00:00,LOC-110,12,7.34,37.87,11.02,238,PP,Fragment,2.83,Medium
SMP-2026-0608,12-04-2026 04:00,LOC-108,13.3,8.28,33.95,9.17,422,PET,Film,1.06,High
SMP-2026-0609,12-04-2026 08:00,LOC-106,11.4,7.65,10.68,11.46,227,PP,Foam,0.93,Medium
SMP-2026-0610,12-04-2026 12:00,LOC-108,9.9,8.32,43.06,10.97,302,PP,Foam,2.19,Medium
SMP-2026-0611,12-04-2026 16:00,LOC-105,16.4,7.07,7.09,8.52,88,PA,Film,1.9,Low
SMP-2026-0612,12-04-2026 20:00,LOC-108,10.3,7.08,30.74,10.26,530,PVC,Fiber,0.26,High
SMP-2026-0613,13-04-2026 00:00,LOC-110,11.4,7.66,10.51,10.72,193,PS,Film,0.33,Medium
SMP-2026-0614,13-04-2026 04:00,LOC-104,18.9,7.27,19.7,7.66,411,PS,Microbead,2.27,High
SMP-2026-0615,13-04-2026 08:00,LOC-110,11.3,8.24,32.5,10.33,709,PET,Foam,1.65,Critical
SMP-2026-0616,13-04-2026 12:00,LOC-108,9.3,7.57,25.57,11.09,220,PET,Fragment,3.4,Medium
SMP-2026-0617,13-04-2026 16:00,LOC-110,14.3,6.88,19.52,10.28,123,PS,Microbead,2.39,Medium
SMP-2026-0618,13-04-2026 20:00,LOC-102,12.4,6.53,15.02,10.79,303,PVC,Foam,0.08,Medium
SMP-2026-0619,14-04-2026 00:00,LOC-105,18.3,7.36,37.86,8.19,436,PS,Film,1.71,High
SMP-2026-0620,14-04-2026 04:00,LOC-109,10,7.36,6.9,10.89,140,PVC,Microbead,1.48,Medium
SMP-2026-0621,14-04-2026 08:00,LOC-104,23,7.56,19.64,6.3,173,PET,Foam,0.42,Medium
SMP-2026-0622,14-04-2026 12:00,LOC-106,26.1,8.01,40.72,5.15,603,PE,Fiber,3.24,High
SMP-2026-0623,14-04-2026 16:00,LOC-101,22.9,7.94,38.14,6.52,595,PA,Fiber,2.83,High
SMP-2026-0624,14-04-2026 20:00,LOC-109,18.7,7.11,18.34,8.95,321,PET,Fragment,0.84,Medium
SMP-2026-0625,15-04-2026 00:00,LOC-101,25.2,6.75,34.46,6.83,541,PET,Foam,0.93,High
SMP-2026-0626,15-04-2026 04:00,LOC-105,21.9,6.78,37.13,7.62,575,PP,Fiber,0.16,High
SMP-2026-0627,15-04-2026 08:00,LOC-104,8.2,7.03,40.06,10.81,477,PP,Film,1.07,High
SMP-2026-0628,15-04-2026 12:00,LOC-103,15.9,7.22,24.73,8.87,183,PP,Foam,2.07,Medium
SMP-2026-0629,15-04-2026 16:00,LOC-106,25,7.55,9.6,6.07,81,PA,Film,1.5,Low
SMP-2026-0630,15-04-2026 20:00,LOC-102,14.9,7,11.86,9.45,181,PP,Film,3.39,Medium
SMP-2026-0631,16-04-2026 00:00,LOC-103,8.7,7.54,13.66,11.28,191,PVC,Fiber,0.24,Medium
SMP-2026-0632,16-04-2026 04:00,LOC-105,22.9,7.58,26.92,6.63,437,PS,Foam,2.09,High
SMP-2026-0633,16-04-2026 08:00,LOC-109,24,7.47,1.96,6.97,43,PE,Microbead,3.01,Low
SMP-2026-0634,16-04-2026 12:00,LOC-102,11.2,6.84,28.8,10.75,568,PET,Fiber,1.71,High
SMP-2026-0635,16-04-2026 16:00,LOC-110,18.7,7.63,16.71,8.03,393,PVC,Fiber,0.06,High
SMP-2026-0636,16-04-2026 20:00,LOC-108,11.8,8.44,13.64,10.61,172,PE,Foam,0.89,Medium
SMP-2026-0637,17-04-2026 00:00,LOC-102,22.4,7.52,39.64,7.84,363,PVC,Foam,1.17,High
SMP-2026-0638,17-04-2026 04:00,LOC-105,13.4,5.92,20.97,10.69,177,PVC,Film,3.38,Medium
SMP-2026-0639,17-04-2026 08:00,LOC-107,14.3,8.02,4.73,9.96,104,PET,Foam,3.2,Medium
SMP-2026-0640,17-04-2026 12:00,LOC-108,24.9,7.05,37.29,6.76,541,PS,Film,3.32,High
SMP-2026-0641,17-04-2026 16:00,LOC-101,17.5,8.53,2.62,8.63,37,PP,Fiber,2.9,Low
SMP-2026-0642,17-04-2026 20:00,LOC-106,21.4,7.46,32.84,8.09,612,PA,Fragment,1.26,High
SMP-2026-0643,18-04-2026 00:00,LOC-101,16,6.56,34.94,8.66,303,PS,Microbead,3.18,Medium
SMP-2026-0644,18-04-2026 04:00,LOC-102,14,6.37,16.19,10.26,277,PA,Fiber,3.44,Medium
SMP-2026-0645,18-04-2026 08:00,LOC-101,20.5,8.17,37.2,7.71,591,PET,Foam,1.26,High
SMP-2026-0646,18-04-2026 12:00,LOC-105,11.1,7.95,23.45,11.42,475,PET,Microbead,0.95,High
SMP-2026-0647,18-04-2026 16:00,LOC-110,15.5,8.51,21.12,9.64,139,PET,Fragment,1.94,Medium
SMP-2026-0648,18-04-2026 20:00,LOC-109,12.2,7.41,2.52,10.31,74,PE,Fragment,0.7,Low
SMP-2026-0649,19-04-2026 00:00,LOC-106,21.9,7.37,13.41,7.31,278,PA,Film,0.16,Medium
SMP-2026-0650,19-04-2026 04:00,LOC-101,26.9,7.21,41.93,6.19,412,PS,Microbead,3.31,High
SMP-2026-0651,19-04-2026 08:00,LOC-101,27.9,7.07,17.94,5.87,176,PS,Film,3.24,Medium
SMP-2026-0652,19-04-2026 12:00,LOC-102,17,7.2,24.83,8.7,355,PVC,Fiber,0.61,High
SMP-2026-0653,19-04-2026 16:00,LOC-109,13.1,7.51,24.17,10.12,534,PVC,Microbead,1.46,High
SMP-2026-0654,19-04-2026 20:00,LOC-103,16.9,6.98,26.77,9.38,606,PVC,Fiber,2.92,High
SMP-2026-0655,20-04-2026 00:00,LOC-101,24.9,6.57,3.23,5.85,65,PET,Film,2.33,Low
SMP-2026-0656,20-04-2026 04:00,LOC-105,12.1,7.48,16.62,10.73,388,PS,Microbead,1.41,High
SMP-2026-0657,20-04-2026 08:00,LOC-107,27,6.97,32.68,6.16,190,PA,Film,2.62,Medium
SMP-2026-0658,20-04-2026 12:00,LOC-106,14.8,5.78,9.42,10.15,88,PET,Microbead,3.14,Low
SMP-2026-0659,20-04-2026 16:00,LOC-101,27.7,7.68,9.56,5.33,243,PE,Film,3.25,Medium
SMP-2026-0660,20-04-2026 20:00,LOC-105,24.8,6.85,0.95,6.56,33,PVC,Fragment,1.36,Low
SMP-2026-0661,21-04-2026 00:00,LOC-105,24.2,7.73,19.97,6.84,297,PET,Film,0.65,Medium
SMP-2026-0662,21-04-2026 04:00,LOC-106,14.4,7.72,39.78,10.05,817,PET,Fragment,3.2,Critical
SMP-2026-0663,21-04-2026 08:00,LOC-103,8.2,7.54,2.81,11.75,90,PE,Film,0.37,Low
SMP-2026-0664,21-04-2026 12:00,LOC-105,15.6,8.65,9,8.7,196,PP,Microbead,2.54,Medium
SMP-2026-0665,21-04-2026 16:00,LOC-107,14,7.33,14.3,9.95,331,PS,Microbead,0.53,Medium
SMP-2026-0666,21-04-2026 20:00,LOC-105,8.7,7.26,33.06,12.39,687,PA,Microbead,1.39,High
SMP-2026-0667,22-04-2026 00:00,LOC-105,18.1,7.74,29.01,8.88,266,PP,Foam,1.47,Medium
SMP-2026-0668,22-04-2026 04:00,LOC-105,16.1,7.37,19.01,9.99,429,PVC,Fiber,0.6,High
SMP-2026-0669,22-04-2026 08:00,LOC-110,20.7,7.98,34.28,8.31,322,PET,Microbead,3.23,Medium
SMP-2026-0670,22-04-2026 12:00,LOC-110,20.4,6.77,27.63,8.56,645,PE,Fragment,0.06,High
SMP-2026-0671,22-04-2026 16:00,LOC-103,10.4,6.77,40.37,11.03,589,PE,Microbead,3.13,High
SMP-2026-0672,22-04-2026 20:00,LOC-101,27.5,7.78,36.9,6.01,706,PS,Foam,3.1,Critical
SMP-2026-0673,23-04-2026 00:00,LOC-105,11.7,6.82,11.75,10.62,188,PP,Fragment,1.14,Medium
SMP-2026-0674,23-04-2026 04:00,LOC-109,16.9,7.7,12.58,8.93,110,PS,Foam,2.48,Medium
SMP-2026-0675,23-04-2026 08:00,LOC-101,17.8,7.59,6.08,9.03,81,PET,Fragment,0.92,Low
SMP-2026-0676,23-04-2026 12:00,LOC-103,24.3,7.05,15.49,6.45,406,PS,Film,2.67,High
SMP-2026-0677,23-04-2026 16:00,LOC-104,10,7.58,44.98,11.94,1101,PA,Fiber,1.99,Critical
SMP-2026-0678,23-04-2026 20:00,LOC-101,16.6,6.78,18.56,8.56,231,PE,Fiber,1.09,Medium
SMP-2026-0679,24-04-2026 00:00,LOC-101,20.6,6.9,10.31,8.23,279,PE,Foam,1.43,Medium
SMP-2026-0680,24-04-2026 04:00,LOC-108,12.3,7.28,34.43,11,777,PVC,Fiber,2.43,Critical
SMP-2026-0681,24-04-2026 08:00,LOC-102,20.5,7.44,24.64,7.76,449,PVC,Foam,3.18,High
SMP-2026-0682,24-04-2026 12:00,LOC-108,26.5,7.25,7.16,5.49,63,PET,Foam,0.5,Low
SMP-2026-0683,24-04-2026 16:00,LOC-107,28,7.62,17.44,6.18,414,PA,Foam,2.02,High
SMP-2026-0684,24-04-2026 20:00,LOC-110,8.6,7.59,18.94,11.52,327,PP,Fiber,0.93,Medium
SMP-2026-0685,25-04-2026 00:00,LOC-110,12.7,8.16,34.05,10.6,777,PS,Foam,2.81,Critical
SMP-2026-0686,25-04-2026 04:00,LOC-102,14.2,7.35,1.42,9.69,45,PET,Fiber,0.29,Low
SMP-2026-0687,25-04-2026 08:00,LOC-106,16,8,12.47,10.07,295,PVC,Foam,2.43,Medium
SMP-2026-0688,25-04-2026 12:00,LOC-106,12.8,7.86,23.53,9.1,462,PS,Microbead,0.65,High
SMP-2026-0689,25-04-2026 16:00,LOC-103,12.1,8.55,12.46,10.56,152,PVC,Foam,2.11,Medium
SMP-2026-0690,25-04-2026 20:00,LOC-102,27.1,7.34,28.47,6.54,350,PS,Fragment,2.93,High
SMP-2026-0691,26-04-2026 00:00,LOC-101,26.4,7.19,21.94,6.13,262,PP,Foam,2.66,Medium
SMP-2026-0692,26-04-2026 04:00,LOC-106,8.9,8.03,16.6,11.48,105,PET,Film,2.65,Medium
SMP-2026-0693,26-04-2026 08:00,LOC-105,14.8,7.59,42.74,9.34,727,PS,Foam,1.84,Critical
SMP-2026-0694,26-04-2026 12:00,LOC-109,16.1,8.04,28.63,9.18,559,PA,Fragment,3.12,High
SMP-2026-0695,26-04-2026 16:00,LOC-101,12.8,7.76,6.28,9.32,160,PE,Fragment,2.08,Medium
SMP-2026-0696,26-04-2026 20:00,LOC-107,20.6,6.35,25.42,7.46,219,PA,Fiber,3.22,Medium
