Sample_ID,Timestamp,Location_ID,City,State,Actual_Microplastic_Count,Predicted_Microplastic_Count,Prediction_Error,Absolute_Error,Predicted_Risk_Level
SMP-2026-0424,2026-03-12 12:00:00,LOC-107,Miami,Fl,257,298.2366666666667,-41.23666666666668,41.23666666666668,Medium
SMP-2026-0425,2026-03-12 16:00:00,LOC-110,Annapolis,Md,408,394.43,13.569999999999993,13.569999999999993,High
SMP-2026-0426,2026-03-12 20:00:00,LOC-110,Annapolis,Md,81,90.50666666666666,-9.50666666666666,9.50666666666666,Low
SMP-2026-0427,2026-03-13 00:00:00,LOC-106,New Orleans,La,65,61.13333333333333,3.866666666666667,3.866666666666667,Low
SMP-2026-0428,2026-03-13 04:00:00,LOC-105,Seattle,Wa,432,448.20666666666665,-16.20666666666665,16.20666666666665,High
SMP-2026-0429,2026-03-13 08:00:00,LOC-104,New York,Ny,902,818.6133333333333,83.38666666666666,83.38666666666666,Critical
SMP-2026-0430,2026-03-13 12:00:00,LOC-102,Chicago,Il,841,577.8866666666667,263.11333333333334,263.11333333333334,High
SMP-2026-0431,2026-03-13 16:00:00,LOC-104,New York,Ny,575,500.85333333333335,74.14666666666665,74.14666666666665,High
SMP-2026-0432,2026-03-13 20:00:00,LOC-110,Annapolis,Md,51,66.10333333333334,-15.103333333333339,15.103333333333339,Low
SMP-2026-0433,2026-03-14 00:00:00,LOC-110,Annapolis,Md,702,582.8566666666667,119.14333333333332,119.14333333333332,High
SMP-2026-0434,2026-03-14 04:00:00,LOC-103,San Francisco,Ca,249,217.26333333333332,31.73666666666668,31.73666666666668,Medium
SMP-2026-0435,2026-03-14 08:00:00,LOC-110,Annapolis,Md,310,410.10333333333335,-100.10333333333335,100.10333333333335,High
SMP-2026-0436,2026-03-14 12:00:00,LOC-101,New York,Ny,299,437.75666666666666,-138.75666666666666,138.75666666666666,High
SMP-2026-0437,2026-03-14 16:00:00,LOC-108,Philadelphia,Pa,243,534.0233333333333,-291.0233333333333,291.0233333333333,High
SMP-2026-0438,2026-03-14 20:00:00,LOC-105,Seattle,Wa,241,368.99666666666667,-127.99666666666667,127.99666666666667,High
SMP-2026-0439,2026-03-15 00:00:00,LOC-104,New York,Ny,48,48.04333333333334,-0.043333333333336554,0.043333333333336554,Low
SMP-2026-0440,2026-03-15 04:00:00,LOC-108,Philadelphia,Pa,840,521.8166666666667,318.1833333333333,318.1833333333333,High
SMP-2026-0441,2026-03-15 08:00:00,LOC-107,Miami,Fl,222,241.71666666666667,-19.71666666666667,19.71666666666667,Medium
SMP-2026-0442,2026-03-15 12:00:00,LOC-102,Chicago,Il,665,617.1033333333334,47.89666666666665,47.89666666666665,High
SMP-2026-0443,2026-03-15 16:00:00,LOC-101,New York,Ny,322,287.3433333333333,34.656666666666695,34.656666666666695,Medium
SMP-2026-0444,2026-03-15 20:00:00,LOC-104,New York,Ny,356,410.36333333333334,-54.363333333333344,54.363333333333344,High
SMP-2026-0445,2026-03-16 00:00:00,LOC-108,Philadelphia,Pa,897,760.4266666666666,136.57333333333338,136.57333333333338,Critical
SMP-2026-0446,2026-03-16 04:00:00,LOC-102,Chicago,Il,62,55.776666666666664,6.223333333333336,6.223333333333336,Low
SMP-2026-0447,2026-03-16 08:00:00,LOC-103,San Francisco,Ca,311,320.7866666666667,-9.78666666666669,9.78666666666669,Medium
SMP-2026-0448,2026-03-16 12:00:00,LOC-101,New York,Ny,431,460.89666666666665,-29.896666666666647,29.896666666666647,High
SMP-2026-0449,2026-03-16 16:00:00,LOC-101,New York,Ny,353,355.43333333333334,-2.433333333333337,2.433333333333337,High
SMP-2026-0450,2026-03-16 20:00:00,LOC-103,San Francisco,Ca,104,166.16333333333333,-62.16333333333333,62.16333333333333,Medium
SMP-2026-0451,2026-03-17 00:00:00,LOC-105,Seattle,Wa,232,211.43666666666667,20.563333333333333,20.563333333333333,Medium
SMP-2026-0452,2026-03-17 04:00:00,LOC-103,San Francisco,Ca,82,112.87,-30.870000000000005,30.870000000000005,Medium
SMP-2026-0453,2026-03-17 08:00:00,LOC-101,New York,Ny,904,753.67,150.33000000000004,150.33000000000004,Critical
SMP-2026-0454,2026-03-17 12:00:00,LOC-101,New York,Ny,339,352.45,-13.449999999999989,13.449999999999989,High
SMP-2026-0455,2026-03-17 16:00:00,LOC-108,Philadelphia,Pa,48,63.60333333333333,-15.603333333333332,15.603333333333332,Low
SMP-2026-0456,2026-03-17 20:00:00,LOC-110,Annapolis,Md,347,309.6566666666667,37.343333333333305,37.343333333333305,Medium
SMP-2026-0457,2026-03-18 00:00:00,LOC-102,Chicago,Il,156,213.53666666666666,-57.53666666666666,57.53666666666666,Medium
SMP-2026-0458,2026-03-18 04:00:00,LOC-103,San Francisco,Ca,196,185.56333333333333,10.436666666666667,10.436666666666667,Medium
SMP-2026-0459,2026-03-18 08:00:00,LOC-102,Chicago,Il,506,435.5833333333333,70.41666666666669,70.41666666666669,High
SMP-2026-0460,2026-03-18 12:00:00,LOC-103,San Francisco,Ca,345,325.49333333333334,19.50666666666666,19.50666666666666,Medium
SMP-2026-0461,2026-03-18 16:00:00,LOC-107,Miami,Fl,110,184.89666666666668,-74.89666666666668,74.89666666666668,Medium
SMP-2026-0462,2026-03-18 20:00:00,LOC-101,New York,Ny,582,566.4733333333334,15.526666666666642,15.526666666666642,High
SMP-2026-0463,2026-03-19 00:00:00,LOC-110,Annapolis,Md,218,199.21666666666667,18.78333333333333,18.78333333333333,Medium
SMP-2026-0464,2026-03-19 04:00:00,LOC-108,Philadelphia,Pa,646,564.68,81.32000000000005,81.32000000000005,High
SMP-2026-0465,2026-03-19 08:00:00,LOC-110,Annapolis,Md,175,234.55,-59.55000000000001,59.55000000000001,Medium
SMP-2026-0466,2026-03-19 12:00:00,LOC-110,Annapolis,Md,399,381.31,17.689999999999998,17.689999999999998,High
SMP-2026-0467,2026-03-19 16:00:00,LOC-110,Annapolis,Md,494,488.9766666666667,5.023333333333312,5.023333333333312,High
SMP-2026-0468,2026-03-19 20:00:00,LOC-102,Chicago,Il,226,267.3466666666667,-41.34666666666669,41.34666666666669,Medium
SMP-2026-0469,2026-03-20 00:00:00,LOC-103,San Francisco,Ca,478,504.45666666666665,-26.45666666666665,26.45666666666665,High
SMP-2026-0470,2026-03-20 04:00:00,LOC-109,Cleveland,Oh,443,485.6066666666667,-42.60666666666668,42.60666666666668,High
SMP-2026-0471,2026-03-20 08:00:00,LOC-107,Miami,Fl,561,464.6,96.39999999999998,96.39999999999998,High
SMP-2026-0472,2026-03-20 12:00:00,LOC-104,New York,Ny,902,796.9866666666667,105.01333333333332,105.01333333333332,Critical
SMP-2026-0473,2026-03-20 16:00:00,LOC-110,Annapolis,Md,505,460.78333333333336,44.21666666666664,44.21666666666664,High
SMP-2026-0474,2026-03-20 20:00:00,LOC-105,Seattle,Wa,196,211.18666666666667,-15.186666666666667,15.186666666666667,Medium
SMP-2026-0475,2026-03-21 00:00:00,LOC-102,Chicago,Il,116,139.02666666666667,-23.02666666666667,23.02666666666667,Medium
SMP-2026-0476,2026-03-21 04:00:00,LOC-108,Philadelphia,Pa,189,169.10333333333332,19.896666666666675,19.896666666666675,Medium
SMP-2026-0477,2026-03-21 08:00:00,LOC-104,New York,Ny,1015,848.7733333333333,166.2266666666667,166.2266666666667,Critical
SMP-2026-0478,2026-03-21 12:00:00,LOC-109,Cleveland,Oh,779,703.3133333333334,75.68666666666661,75.68666666666661,Critical
SMP-2026-0479,2026-03-21 16:00:00,LOC-105,Seattle,Wa,894,784.0866666666667,109.9133333333333,109.9133333333333,Critical
SMP-2026-0480,2026-03-21 20:00:00,LOC-109,Cleveland,Oh,330,458.7633333333333,-128.76333333333332,128.76333333333332,High
SMP-2026-0481,2026-03-22 00:00:00,LOC-104,New York,Ny,479,439.93,39.06999999999999,39.06999999999999,High
SMP-2026-0482,2026-03-22 04:00:00,LOC-110,Annapolis,Md,69,69.66333333333333,-0.6633333333333269,0.6633333333333269,Low
SMP-2026-0483,2026-03-22 08:00:00,LOC-105,Seattle,Wa,375,430.6933333333333,-55.69333333333333,55.69333333333333,High
SMP-2026-0484,2026-03-22 12:00:00,LOC-109,Cleveland,Oh,546,480.3466666666667,65.65333333333331,65.65333333333331,High
SMP-2026-0485,2026-03-22 16:00:00,LOC-108,Philadelphia,Pa,316,517.6366666666667,-201.63666666666666,201.63666666666666,High
SMP-2026-0486,2026-03-22 20:00:00,LOC-103,San Francisco,Ca,81,122.02333333333333,-41.023333333333326,41.023333333333326,Medium
SMP-2026-0487,2026-03-23 00:00:00,LOC-101,New York,Ny,357,358.81666666666666,-1.8166666666666629,1.8166666666666629,High
SMP-2026-0488,2026-03-23 04:00:00,LOC-103,San Francisco,Ca,428,452.2966666666667,-24.29666666666668,24.29666666666668,High
SMP-2026-0489,2026-03-23 08:00:00,LOC-104,New York,Ny,678,605.24,72.75999999999999,72.75999999999999,High
SMP-2026-0490,2026-03-23 12:00:00,LOC-102,Chicago,Il,208,265.70666666666665,-57.70666666666665,57.70666666666665,Medium
SMP-2026-0491,2026-03-23 16:00:00,LOC-101,New York,Ny,280,369.79,-89.79000000000002,89.79000000000002,High
SMP-2026-0492,2026-03-23 20:00:00,LOC-107,Miami,Fl,99,119.3,-20.299999999999997,20.299999999999997,Medium
SMP-2026-0493,2026-03-24 00:00:00,LOC-108,Philadelphia,Pa,202,345.55,-143.55,143.55,Medium
SMP-2026-0494,2026-03-24 04:00:00,LOC-107,Miami,Fl,200,463.6333333333333,-263.6333333333333,263.6333333333333,High
SMP-2026-0495,2026-03-24 08:00:00,LOC-105,Seattle,Wa,755,574.15,180.85000000000002,180.85000000000002,High
SMP-2026-0496,2026-03-24 12:00:00,LOC-101,New York,Ny,549,593.2066666666667,-44.206666666666706,44.206666666666706,High
SMP-2026-0497,2026-03-24 16:00:00,LOC-107,Miami,Fl,312,296.6666666666667,15.333333333333314,15.333333333333314,Medium
SMP-2026-0498,2026-03-24 20:00:00,LOC-107,Miami,Fl,341,286.3,54.69999999999999,54.69999999999999,Medium
SMP-2026-0499,2026-03-25 00:00:00,LOC-109,Cleveland,Oh,826,792.27,33.73000000000002,33.73000000000002,Critical
SMP-2026-0500,2026-03-25 04:00:00,LOC-103,San Francisco,Ca,169,325.75333333333333,-156.75333333333333,156.75333333333333,Medium
SMP-2026-0501,2026-03-25 08:00:00,LOC-109,Cleveland,Oh,318,422.0233333333333,-104.02333333333331,104.02333333333331,High
SMP-2026-0502,2026-03-25 12:00:00,LOC-101,New York,Ny,202,180.22,21.78,21.78,Medium
SMP-2026-0503,2026-03-25 16:00:00,LOC-101,New York,Ny,473,489.7266666666667,-16.726666666666688,16.726666666666688,High
SMP-2026-0504,2026-03-25 20:00:00,LOC-104,New York,Ny,807,772.3933333333333,34.60666666666668,34.60666666666668,Critical
SMP-2026-0505,2026-03-26 00:00:00,LOC-109,Cleveland,Oh,967,808.9333333333333,158.06666666666672,158.06666666666672,Critical
SMP-2026-0506,2026-03-26 04:00:00,LOC-106,New Orleans,La,388,315.01666666666665,72.98333333333335,72.98333333333335,Medium
SMP-2026-0507,2026-03-26 08:00:00,LOC-103,San Francisco,Ca,810,726.8033333333333,83.19666666666672,83.19666666666672,Critical
SMP-2026-0508,2026-03-26 12:00:00,LOC-101,New York,Ny,413,371.28333333333336,41.71666666666664,41.71666666666664,High
SMP-2026-0509,2026-03-26 16:00:00,LOC-104,New York,Ny,60,63.77333333333333,-3.7733333333333334,3.7733333333333334,Low
SMP-2026-0510,2026-03-26 20:00:00,LOC-109,Cleveland,Oh,780,714.4133333333333,65.5866666666667,65.5866666666667,Critical
SMP-2026-0511,2026-03-27 00:00:00,LOC-103,San Francisco,Ca,516,533.4133333333333,-17.4133333333333,17.4133333333333,High
SMP-2026-0512,2026-03-27 04:00:00,LOC-109,Cleveland,Oh,276,423.51666666666665,-147.51666666666665,147.51666666666665,High
SMP-2026-0513,2026-03-27 08:00:00,LOC-107,Miami,Fl,430,402.33666666666664,27.663333333333355,27.663333333333355,High
SMP-2026-0514,2026-03-27 12:00:00,LOC-104,New York,Ny,199,180.98,18.02000000000001,18.02000000000001,Medium
SMP-2026-0515,2026-03-27 16:00:00,LOC-103,San Francisco,Ca,82,75.22333333333333,6.776666666666671,6.776666666666671,Low
SMP-2026-0516,2026-03-27 20:00:00,LOC-110,Annapolis,Md,367,336.38666666666666,30.613333333333344,30.613333333333344,Medium
SMP-2026-0517,2026-03-28 00:00:00,LOC-105,Seattle,Wa,182,217.69333333333333,-35.69333333333333,35.69333333333333,Medium
SMP-2026-0518,2026-03-28 04:00:00,LOC-105,Seattle,Wa,851,716.05,134.95000000000005,134.95000000000005,Critical
SMP-2026-0519,2026-03-28 08:00:00,LOC-103,San Francisco,Ca,370,320.6533333333333,49.34666666666669,49.34666666666669,Medium
SMP-2026-0520,2026-03-28 12:00:00,LOC-109,Cleveland,Oh,771,721.1033333333334,49.89666666666665,49.89666666666665,Critical
SMP-2026-0521,2026-03-28 16:00:00,LOC-104,New York,Ny,487,594.74,-107.74000000000001,107.74000000000001,High
SMP-2026-0522,2026-03-28 20:00:00,LOC-105,Seattle,Wa,375,411.4633333333333,-36.46333333333331,36.46333333333331,High
SMP-2026-0523,2026-03-29 00:00:00,LOC-104,New York,Ny,791,674.6833333333333,116.31666666666672,116.31666666666672,High
SMP-2026-0524,2026-03-29 04:00:00,LOC-105,Seattle,Wa,243,416.3233333333333,-173.32333333333332,173.32333333333332,High
SMP-2026-0525,2026-03-29 08:00:00,LOC-107,Miami,Fl,268,301.71666666666664,-33.71666666666664,33.71666666666664,Medium
SMP-2026-0526,2026-03-29 12:00:00,LOC-109,Cleveland,Oh,183,174.56333333333333,8.436666666666667,8.436666666666667,Medium
SMP-2026-0527,2026-03-29 16:00:00,LOC-107,Miami,Fl,328,370.75,-42.75,42.75,High
SMP-2026-0528,2026-03-29 20:00:00,LOC-105,Seattle,Wa,348,313.9166666666667,34.083333333333314,34.083333333333314,Medium
SMP-2026-0529,2026-03-30 00:00:00,LOC-110,Annapolis,Md,336,587.3866666666667,-251.38666666666666,251.38666666666666,High
SMP-2026-0530,2026-03-30 04:00:00,LOC-110,Annapolis,Md,319,325.3566666666667,-6.356666666666683,6.356666666666683,Medium
SMP-2026-0531,2026-03-30 08:00:00,LOC-107,Miami,Fl,850,734.2966666666666,115.70333333333338,115.70333333333338,Critical
SMP-2026-0532,2026-03-30 12:00:00,LOC-110,Annapolis,Md,338,387.76,-49.75999999999999,49.75999999999999,High
SMP-2026-0533,2026-03-30 16:00:00,LOC-105,Seattle,Wa,63,83.28333333333333,-20.28333333333333,20.28333333333333,Low
SMP-2026-0534,2026-03-30 20:00:00,LOC-103,San Francisco,Ca,844,881.7633333333333,-37.76333333333332,37.76333333333332,Critical
SMP-2026-0535,2026-03-31 00:00:00,LOC-107,Miami,Fl,601,364.56,236.44,236.44,High
SMP-2026-0536,2026-03-31 04:00:00,LOC-102,Chicago,Il,326,315.3933333333333,10.606666666666683,10.606666666666683,Medium
SMP-2026-0537,2026-03-31 08:00:00,LOC-109,Cleveland,Oh,245,348.92,-103.92000000000002,103.92000000000002,Medium
SMP-2026-0538,2026-03-31 12:00:00,LOC-110,Annapolis,Md,83,91.23,-8.230000000000004,8.230000000000004,Low
SMP-2026-0539,2026-03-31 16:00:00,LOC-110,Annapolis,Md,666,565.4333333333333,100.56666666666672,100.56666666666672,High
SMP-2026-0540,2026-03-31 20:00:00,LOC-101,New York,Ny,241,296.2733333333333,-55.27333333333331,55.27333333333331,Medium
SMP-2026-0541,2026-04-01 00:00:00,LOC-106,New Orleans,La,336,308.7366666666667,27.26333333333332,27.26333333333332,Medium
SMP-2026-0542,2026-04-01 04:00:00,LOC-107,Miami,Fl,581,595.3533333333334,-14.353333333333353,14.353333333333353,High
SMP-2026-0543,2026-04-01 08:00:00,LOC-108,Philadelphia,Pa,246,397.36333333333334,-151.36333333333334,151.36333333333334,High
SMP-2026-0544,2026-04-01 12:00:00,LOC-110,Annapolis,Md,234,168.03333333333333,65.96666666666667,65.96666666666667,Medium
SMP-2026-0545,2026-04-01 16:00:00,LOC-109,Cleveland,Oh,432,417.74666666666667,14.25333333333333,14.25333333333333,High
SMP-2026-0546,2026-04-01 20:00:00,LOC-102,Chicago,Il,773,720.35,52.64999999999998,52.64999999999998,Critical
SMP-2026-0547,2026-04-02 00:00:00,LOC-110,Annapolis,Md,98,127.26333333333334,-29.263333333333335,29.263333333333335,Medium
SMP-2026-0548,2026-04-02 04:00:00,LOC-102,Chicago,Il,92,130.40666666666667,-38.406666666666666,38.406666666666666,Medium
SMP-2026-0549,2026-04-02 08:00:00,LOC-105,Seattle,Wa,39,33.77,5.229999999999997,5.229999999999997,Low
SMP-2026-0550,2026-04-02 12:00:00,LOC-105,Seattle,Wa,47,38.38666666666666,8.613333333333337,8.613333333333337,Low
SMP-2026-0551,2026-04-02 16:00:00,LOC-106,New Orleans,La,338,423.94666666666666,-85.94666666666666,85.94666666666666,High
SMP-2026-0552,2026-04-02 20:00:00,LOC-103,San Francisco,Ca,218,374.66,-156.66000000000003,156.66000000000003,High
SMP-2026-0553,2026-04-03 00:00:00,LOC-108,Philadelphia,Pa,130,171.27666666666667,-41.27666666666667,41.27666666666667,Medium
SMP-2026-0554,2026-04-03 04:00:00,LOC-101,New York,Ny,810,726.7766666666666,83.22333333333336,83.22333333333336,Critical
SMP-2026-0555,2026-04-03 08:00:00,LOC-106,New Orleans,La,395,306.28,88.72000000000003,88.72000000000003,Medium
SMP-2026-0556,2026-04-03 12:00:00,LOC-104,New York,Ny,1026,926.9233333333333,99.07666666666671,99.07666666666671,Critical
SMP-2026-0557,2026-04-03 16:00:00,LOC-101,New York,Ny,412,521.7133333333334,-109.71333333333337,109.71333333333337,High
SMP-2026-0558,2026-04-03 20:00:00,LOC-107,Miami,Fl,450,386.7966666666667,63.20333333333332,63.20333333333332,High
SMP-2026-0559,2026-04-04 00:00:00,LOC-109,Cleveland,Oh,321,357.31333333333333,-36.31333333333333,36.31333333333333,High
SMP-2026-0560,2026-04-04 04:00:00,LOC-104,New York,Ny,550,472.84,77.16000000000003,77.16000000000003,High
SMP-2026-0561,2026-04-04 08:00:00,LOC-104,New York,Ny,324,303.97,20.029999999999973,20.029999999999973,Medium
SMP-2026-0562,2026-04-04 12:00:00,LOC-106,New Orleans,La,158,152.13,5.8700000000000045,5.8700000000000045,Medium
SMP-2026-0563,2026-04-04 16:00:00,LOC-103,San Francisco,Ca,298,321.4033333333333,-23.403333333333308,23.403333333333308,Medium
SMP-2026-0564,2026-04-04 20:00:00,LOC-106,New Orleans,La,291,360.13,-69.13,69.13,High
SMP-2026-0565,2026-04-05 00:00:00,LOC-107,Miami,Fl,344,407.39666666666665,-63.39666666666665,63.39666666666665,High
SMP-2026-0566,2026-04-05 04:00:00,LOC-110,Annapolis,Md,617,577.0433333333333,39.956666666666706,39.956666666666706,High
SMP-2026-0567,2026-04-05 08:00:00,LOC-110,Annapolis,Md,730,652.9133333333333,77.0866666666667,77.0866666666667,High
SMP-2026-0568,2026-04-05 12:00:00,LOC-103,San Francisco,Ca,584,528.0933333333334,55.90666666666664,55.90666666666664,High
SMP-2026-0569,2026-04-05 16:00:00,LOC-107,Miami,Fl,626,623.7333333333333,2.2666666666666515,2.2666666666666515,High
SMP-2026-0570,2026-04-05 20:00:00,LOC-103,San Francisco,Ca,659,622.6533333333333,36.34666666666669,36.34666666666669,High
SMP-2026-0571,2026-04-06 00:00:00,LOC-102,Chicago,Il,111,294.08666666666664,-183.08666666666664,183.08666666666664,Medium
SMP-2026-0572,2026-04-06 04:00:00,LOC-110,Annapolis,Md,226,263.3466666666667,-37.34666666666669,37.34666666666669,Medium
SMP-2026-0573,2026-04-06 08:00:00,LOC-104,New York,Ny,911,821.6233333333333,89.37666666666667,89.37666666666667,Critical
SMP-2026-0574,2026-04-06 12:00:00,LOC-108,Philadelphia,Pa,41,47.63,-6.630000000000003,6.630000000000003,Low
SMP-2026-0575,2026-04-06 16:00:00,LOC-109,Cleveland,Oh,692,634.44,57.559999999999945,57.559999999999945,High
SMP-2026-0576,2026-04-06 20:00:00,LOC-107,Miami,Fl,90,111.08333333333333,-21.08333333333333,21.08333333333333,Medium
SMP-2026-0577,2026-04-07 00:00:00,LOC-101,New York,Ny,471,431.97333333333336,39.02666666666664,39.02666666666664,High
SMP-2026-0578,2026-04-07 04:00:00,LOC-103,San Francisco,Ca,722,665.8666666666667,56.133333333333326,56.133333333333326,High
SMP-2026-0579,2026-04-07 08:00:00,LOC-109,Cleveland,Oh,128,216.63666666666666,-88.63666666666666,88.63666666666666,Medium
SMP-2026-0580,2026-04-07 12:00:00,LOC-101,New York,Ny,138,160.07,-22.069999999999993,22.069999999999993,Medium
SMP-2026-0581,2026-04-07 16:00:00,LOC-109,Cleveland,Oh,350,323.2266666666667,26.773333333333312,26.773333333333312,Medium
SMP-2026-0582,2026-04-07 20:00:00,LOC-108,Philadelphia,Pa,541,570.6566666666666,-29.656666666666638,29.656666666666638,High
SMP-2026-0583,2026-04-08 00:00:00,LOC-101,New York,Ny,21,23.673333333333332,-2.673333333333332,2.673333333333332,Low
SMP-2026-0584,2026-04-08 04:00:00,LOC-106,New Orleans,La,821,545.9966666666667,275.00333333333333,275.00333333333333,High
SMP-2026-0585,2026-04-08 08:00:00,LOC-105,Seattle,Wa,75,142.82666666666665,-67.82666666666665,67.82666666666665,Medium
SMP-2026-0586,2026-04-08 12:00:00,LOC-106,New Orleans,La,1004,885.67,118.33000000000004,118.33000000000004,Critical
SMP-2026-0587,2026-04-08 16:00:00,LOC-110,Annapolis,Md,672,635.0466666666666,36.953333333333376,36.953333333333376,High
SMP-2026-0588,2026-04-08 20:00:00,LOC-105,Seattle,Wa,184,251.47333333333333,-67.47333333333333,67.47333333333333,Medium
SMP-2026-0589,2026-04-09 00:00:00,LOC-106,New Orleans,La,471,444.8233333333333,26.176666666666677,26.176666666666677,High
SMP-2026-0590,2026-04-09 04:00:00,LOC-105,Seattle,Wa,353,347.4266666666667,5.5733333333333235,5.5733333333333235,Medium
SMP-2026-0591,2026-04-09 08:00:00,LOC-105,Seattle,Wa,339,373.4533333333333,-34.45333333333332,34.45333333333332,High
SMP-2026-0592,2026-04-09 12:00:00,LOC-104,New York,Ny,88,91.96666666666667,-3.9666666666666686,3.9666666666666686,Low
SMP-2026-0593,2026-04-09 16:00:00,LOC-103,San Francisco,Ca,43,45.21666666666667,-2.2166666666666686,2.2166666666666686,Low
SMP-2026-0594,2026-04-09 20:00:00,LOC-103,San Francisco,Ca,50,52.56,-2.5600000000000023,2.5600000000000023,Low
SMP-2026-0595,2026-04-10 00:00:00,LOC-104,New York,Ny,187,267.6166666666667,-80.61666666666667,80.61666666666667,Medium
SMP-2026-0596,2026-04-10 04:00:00,LOC-109,Cleveland,Oh,175,223.89333333333335,-48.893333333333345,48.893333333333345,Medium
SMP-2026-0597,2026-04-10 08:00:00,LOC-102,Chicago,Il,304,347.98,-43.98000000000002,43.98000000000002,Medium
SMP-2026-0598,2026-04-10 12:00:00,LOC-109,Cleveland,Oh,854,811.4566666666667,42.543333333333294,42.543333333333294,Critical
SMP-2026-0599,2026-04-10 16:00:00,LOC-101,New York,Ny,347,308.05333333333334,38.94666666666666,38.94666666666666,Medium
SMP-2026-0600,2026-04-10 20:00:00,LOC-101,New York,Ny,402,394.25666666666666,7.743333333333339,7.743333333333339,High
SMP-2026-0601,2026-04-11 00:00:00,LOC-105,Seattle,Wa,415,384.23333333333335,30.76666666666665,30.76666666666665,High
SMP-2026-0602,2026-04-11 04:00:00,LOC-106,New Orleans,La,860,592.54,267.46000000000004,267.46000000000004,High
SMP-2026-0603,2026-04-11 08:00:00,LOC-106,New Orleans,La,692,645.5333333333333,46.4666666666667,46.4666666666667,High
SMP-2026-0604,2026-04-11 12:00:00,LOC-103,San Francisco,Ca,710,698.97,11.029999999999973,11.029999999999973,High
SMP-2026-0605,2026-04-11 16:00:00,LOC-107,Miami,Fl,494,656.57,-162.57000000000005,162.57000000000005,High
SMP-2026-0606,2026-04-11 20:00:00,LOC-109,Cleveland,Oh,59,56.21,2.789999999999999,2.789999999999999,Low
SMP-2026-0607,2026-04-12 00:00:00,LOC-110,Annapolis,Md,238,360.83,-122.82999999999998,122.82999999999998,High
SMP-2026-0608,2026-04-12 04:00:00,LOC-108,Philadelphia,Pa,422,460.3933333333333,-38.39333333333332,38.39333333333332,High
SMP-2026-0609,2026-04-12 08:00:00,LOC-106,New Orleans,La,227,208.12,18.879999999999995,18.879999999999995,Medium
SMP-2026-0610,2026-04-12 12:00:00,LOC-108,Philadelphia,Pa,302,393.5966666666667,-91.59666666666669,91.59666666666669,High
SMP-2026-0611,2026-04-12 16:00:00,LOC-105,Seattle,Wa,88,107.47666666666667,-19.476666666666674,19.476666666666674,Medium
SMP-2026-0612,2026-04-12 20:00:00,LOC-108,Philadelphia,Pa,530,505.80333333333334,24.19666666666666,24.19666666666666,High
SMP-2026-0613,2026-04-13 00:00:00,LOC-110,Annapolis,Md,193,178.12,14.879999999999995,14.879999999999995,Medium
SMP-2026-0614,2026-04-13 04:00:00,LOC-104,New York,Ny,411,301.05333333333334,109.94666666666666,109.94666666666666,Medium
SMP-2026-0615,2026-04-13 08:00:00,LOC-110,Annapolis,Md,709,656.5066666666667,52.49333333333334,52.49333333333334,High
SMP-2026-0616,2026-04-13 12:00:00,LOC-108,Philadelphia,Pa,220,258.05333333333334,-38.05333333333334,38.05333333333334,Medium
SMP-2026-0617,2026-04-13 16:00:00,LOC-110,Annapolis,Md,123,204.96333333333334,-81.96333333333334,81.96333333333334,Medium
SMP-2026-0618,2026-04-13 20:00:00,LOC-102,Chicago,Il,303,271.07,31.930000000000007,31.930000000000007,Medium
SMP-2026-0619,2026-04-14 00:00:00,LOC-105,Seattle,Wa,436,482.3066666666667,-46.30666666666667,46.30666666666667,High
SMP-2026-0620,2026-04-14 04:00:00,LOC-109,Cleveland,Oh,140,136.74666666666667,3.2533333333333303,3.2533333333333303,Medium
SMP-2026-0621,2026-04-14 08:00:00,LOC-104,New York,Ny,173,226.26333333333332,-53.26333333333332,53.26333333333332,Medium
SMP-2026-0622,2026-04-14 12:00:00,LOC-106,New Orleans,La,603,631.5333333333333,-28.533333333333303,28.533333333333303,High
SMP-2026-0623,2026-04-14 16:00:00,LOC-101,New York,Ny,595,596.6833333333333,-1.6833333333332803,1.6833333333332803,High
SMP-2026-0624,2026-04-14 20:00:00,LOC-109,Cleveland,Oh,321,309.5933333333333,11.406666666666695,11.406666666666695,Medium
SMP-2026-0625,2026-04-15 00:00:00,LOC-101,New York,Ny,541,528.3433333333334,12.656666666666638,12.656666666666638,High
SMP-2026-0626,2026-04-15 04:00:00,LOC-105,Seattle,Wa,575,575.0833333333334,-0.08333333333337123,0.08333333333337123,High
SMP-2026-0627,2026-04-15 08:00:00,LOC-104,New York,Ny,477,782.43,-305.42999999999995,305.42999999999995,Critical
SMP-2026-0628,2026-04-15 12:00:00,LOC-103,San Francisco,Ca,183,271.54,-88.54000000000002,88.54000000000002,Medium
SMP-2026-0629,2026-04-15 16:00:00,LOC-106,New Orleans,La,81,113.91,-32.91,32.91,Medium
SMP-2026-0630,2026-04-15 20:00:00,LOC-102,Chicago,Il,181,200.49666666666667,-19.49666666666667,19.49666666666667,Medium
SMP-2026-0631,2026-04-16 00:00:00,LOC-103,San Francisco,Ca,191,220.26333333333332,-29.26333333333332,29.26333333333332,Medium
SMP-2026-0632,2026-04-16 04:00:00,LOC-105,Seattle,Wa,437,405.64,31.360000000000014,31.360000000000014,High
SMP-2026-0633,2026-04-16 08:00:00,LOC-109,Cleveland,Oh,43,45.486666666666665,-2.4866666666666646,2.4866666666666646,Low
